id,full_name,year,manufacturer,model,country,class,pi,speed,handling,acceleration,launch,braking,offroad,power_hp,torque_lb_ft,weight_lb,engine,layout,price_cr,division,unlock,image_local_path,wiki_page
2021-dodge-durango-srt-hellcat,2021 dodge Durango SRT Hellcat,2021,dodge,Durango SRT Hellcat,United States,A,628,7.0,4.4,8.4,7.6,4.3,6.3,710,645,5534,V8,"Front-Engined, All-Wheel Drive",73000,suh,journal,images/2021-dodge-durango-srt-hellcat.png,https://forza.fandom.com/wiki/Dodge_Durango_SRT_Hellcat
2022-dodge-challenger-srt-super-stock,2022 dodge Challenger SRT Super Stock,2022,dodge,Challenger SRT Super Stock,United States,A,695,7.6,5.2,5.2,5.5,4.7,4.7,807,707,4441,V8,"Front-Engined, Rear-Wheel Drive",87000,mm,auto,images/2022-dodge-challenger-srt-super-stock.png,https://forza.fandom.com/wiki/Dodge_Challenger_SRT_Super_Stock
1999-dodge-viper-gts-acr,1999 dodge srt viper Viper GTS ACR,1999,dodge srt viper,Viper GTS ACR,United States,B,598,6.9,4.9,5.2,4.1,4.0,5.0,460,500,3450,V10,"Front-Engined, Rear-Wheel Drive",68000,rem,auto,images/1999-dodge-viper-gts-acr.png,https://forza.fandom.com/wiki/Dodge_Viper_GTS_ACR
1989-formula-drift-98-bmw-325i,1989 fd bmw #98 BMW 325i,1989,fd bmw,#98 BMW 325i,United States,S1,726,6.9,4.7,5.0,5.2,4.2,4.4,750,750,2800,V8,"Front-Engined, Rear-Wheel Drive",150000,dc,auto,images/1989-formula-drift-98-bmw-325i.png,https://forza.fandom.com/wiki/Formula_Drift_98_BMW_325i
2020-formula-drift-91-bmw-m2,2020 fd bmw #91 BMW M2,2020,fd bmw,#91 BMW M2,United States,S1,748,6.7,4.9,5.2,5.6,5.0,4.2,822,678,2849,V8,"Front-Engined, Rear-Wheel Drive",150000,dc,auto,images/2020-formula-drift-91-bmw-m2.png,https://forza.fandom.com/wiki/Formula_Drift_91_BMW_M2
2013-formula-drift-777-chevrolet-corvette,2013 fd chevrolet #777 Chevrolet Corvette,2013,fd chevrolet,#777 Chevrolet Corvette,United States,S1,760,6.4,5.1,5.1,5.4,4.8,4.0,1050,850,3000,V8,"Front-Engined, Rear-Wheel Drive",275000,dc,auto,images/2013-formula-drift-777-chevrolet-corvette.png,https://forza.fandom.com/wiki/Formula_Drift_777_Chevrolet_Corvette
2006-formula-drift-43-dodge-viper-srt10,2006 fd dodge #43 Dodge Viper SRT10,2006,fd dodge,#43 Dodge Viper SRT10,United States,S1,748,7.3,5.1,5.3,5.6,4.9,4.0,1350,1400,2900,V10,"Front-Engined, Rear-Wheel Drive",250000,dc,,images/2006-formula-drift-43-dodge-viper-srt10.png,https://forza.fandom.com/wiki/Formula_Drift_43_Dodge_Viper_SRT10
2007-formula-drift-117-599-gtb-fiorano,2007 fd ferrari #117 599 GTB Fiorano,2007,fd ferrari,#117 599 GTB Fiorano,United States,S1,767,6.8,5.0,5.7,6.1,4.7,4.6,917,756,3200,V12,"Front-Engined, Rear-Wheel Drive",525000,dc,auto,images/2007-formula-drift-117-599-gtb-fiorano.png,https://forza.fandom.com/wiki/Formula_Drift_117_599_GTB_Fiorano
2015-formula-drift-13-ford-mustang,2015 fd ford #13 Ford Mustang,2015,fd ford,#13 Ford Mustang,us,S1,739,5.8,5.0,5.1,5.4,4.7,4.4,986,832,3100,V8,"Front-Engined, Rear-Wheel Drive",250000,dc,,images/2015-formula-drift-13-ford-mustang.png,https://forza.fandom.com/wiki/Formula_Drift_13_Ford_Mustang
2023-formula-drift-64-forsberg-racing-nissan-z,2023 fd forsberg nissan #64 Forsberg Racing Nissan Z,2023,fd forsberg nissan,#64 Forsberg Racing Nissan Z,United States,S1,783,7.1,5.3,5.4,5.7,5.5,4.3,1300,1300,3100,V6,"Front-Engined, Rear-Wheel Drive",200000,dc,auto,images/2023-formula-drift-64-forsberg-racing-nissan-z.png,https://forza.fandom.com/wiki/Formula_Drift_64_Forsberg_Racing_Nissan_Z
2016-formula-drift-530-hsv-maloo-gen-f,2016 fd hsv #530 HSV Maloo Gen-F,2016,fd hsv,#530 HSV Maloo Gen-F,United States,S1,710,7.6,5.0,4.6,4.8,4.3,4.4,1000,900,2899,V8,"Front-Engined, Rear-Wheel Drive",150000,dc,auto,images/2016-formula-drift-530-hsv-maloo-gen-f.png,https://forza.fandom.com/wiki/Formula_Drift_530_HSV_Maloo_Gen-F
2009-formula-drift-99-mazda-rx-8,2009 fd mazda #99 Mazda RX-8,2009,fd mazda,#99 Mazda RX-8,United States,S1,737,6.7,5.0,4.7,3.2,4.5,4.3,1000,566,2824,3-Rotor Rotary,"Front-Engined, Rear-Wheel Drive",150000,dc,auto,images/2009-formula-drift-99-mazda-rx-8.png,https://forza.fandom.com/wiki/Formula_Drift_99_Mazda_RX-8
1997-formula-drift-777-nissan-240sx,1997 fd nissan #777 Nissan 240SX,1997,fd nissan,#777 Nissan 240SX,United States,S1,748,6.7,4.9,5.2,5.5,4.4,4.3,1251,1118,3100,V8,"Front-Engined, Rear-Wheel Drive",150000,dc,auto,images/1997-formula-drift-777-nissan-240sx.png,https://forza.fandom.com/wiki/Formula_Drift_777_Nissan_240SX
1995-formula-drift-34-toyota-supra-mkiv,1995 fd toyota #34 Toyota Supra MkIV,1995,fd toyota,#34 Toyota Supra MkIV,United States,S1,759,7.7,5.3,5.2,3.7,5.6,4.5,1035,920,2849,I6,"Front-Engined, Rear-Wheel Drive",150000,dc,auto,images/1995-formula-drift-34-toyota-supra-mkiv.png,https://forza.fandom.com/wiki/Formula_Drift_34_Toyota_Supra_MkIV
2019-formula-drift-411-toyota-corolla-hatchback,2019 fd toyota #411 Toyota Corolla Hatchback,2019,fd toyota,#411 Toyota Corolla Hatchback,United States,S1,754,6.7,4.9,5.0,5.2,5.5,4.4,1185,867,3156,I4,"Front-Engined, Rear-Wheel Drive",150000,dc,auto,images/2019-formula-drift-411-toyota-corolla-hatchback.png,https://forza.fandom.com/wiki/Formula_Drift_411_Toyota_Corolla_Hatchback
2020-formula-drift-151-toyota-gr-supra,2020 fd toyota #151 Toyota GR Supra,2020,fd toyota,#151 Toyota GR Supra,United States,S1,779,6.2,5.0,5.5,3.6,5.6,4.3,1033,908,3156,I6,"Front-Engined, Rear-Wheel Drive",185000,dc,auto,images/2020-formula-drift-151-toyota-gr-supra.png,https://forza.fandom.com/wiki/Formula_Drift_151_Toyota_GR_Supra
1962-ferrari-250-gt-berlinetta-lusso,1962 ferrari 250 GT Berlinetta Lusso,1962,ferrari,250 GT Berlinetta Lusso,Italy,C,475,5.5,3.9,4.1,3.0,2.9,5.6,254,215,2249,V12,"Front-Engined, Rear-Wheel Drive",1400000,rc,auto,images/1962-ferrari-250-gt-berlinetta-lusso.png,https://forza.fandom.com/wiki/Ferrari_250_GT_Berlinetta_Lusso
1967-ferrari-24-ferrari-spa-330-p4,1967 ferrari #24 Ferrari Spa 330 P4,1967,ferrari,#24 Ferrari Spa 330 P4,Italy,A,684,7.2,4.5,6.3,5.9,4.2,4.9,450,385,2271,V12,"Mid-Engined, Rear-Wheel Drive",70000000,crc,auto,images/1967-ferrari-24-ferrari-spa-330-p4.png,https://forza.fandom.com/wiki/Ferrari_24_Ferrari_Spa_330_P4
1969-ferrari-dino-246-gt,1969 ferrari Dino 246 GT,1969,ferrari,Dino 246 GT,Italy,,,428.0,,,,,,195,165,2380,V6,"Mid-Engined, Rear-Wheel Drive",390000,rc,auto,images/1969-ferrari-dino-246-gt.png,https://forza.fandom.com/wiki/Ferrari_Dino_246_GT
1970-ferrari-512-s,1970 ferrari 512 S,1970,ferrari,512 S,Italy,S1,774,7.9,6.5,6.5,6.0,5.6,4.9,542,371,2090,V12,"Mid-Engined, Rear-Wheel Drive",3600000,crc,auto,images/1970-ferrari-512-s.png,https://forza.fandom.com/wiki/Ferrari_512_S
1984-ferrari-288-gto,1984 ferrari 288 GTO,1984,ferrari,288 GTO,Italy,A,643,7.4,5.1,5.6,3.1,4.2,5.1,395,366,2822,V8,"Mid-Engined, Rear-Wheel Drive",2800000,rsu,,images/1984-ferrari-288-gto.png,https://forza.fandom.com/wiki/Ferrari_288_GTO
1987-ferrari-f40,1987 ferrari F40,1987,ferrari,F40,Italy,A,678,7.3,5.9,6.3,2.6,5.2,5.4,478,424,2980,V8,"Mid-Engined, Rear-Wheel Drive",2000000,rsu,auto,images/1987-ferrari-f40.png,https://forza.fandom.com/wiki/Ferrari_F40
1992-ferrari-512-tr,1992 ferrari 512 TR,1992,ferrari,512 TR,ita,A,615,7.2,5.5,4.9,3.8,4.5,5.1,421,360,3690,F12,"Mid-Engined, Rear-Wheel Drive",350000,rsu,,images/1992-ferrari-512-tr.png,https://forza.fandom.com/wiki/Ferrari_512_TR
1994-ferrari-f355-berlinetta,1994 ferrari F355 Berlinetta,1994,ferrari,F355 Berlinetta,ita,B,588,6.8,5.5,4.5,3.6,4.3,5.3,375,268,3196,V8,"Mid-Engined, Rear-Wheel Drive",250000,rsu,,images/1994-ferrari-f355-berlinetta.png,https://forza.fandom.com/wiki/Ferrari_F355_Berlinetta
1995-ferrari-f50,1995 ferrari F50,1995,ferrari,F50,ita,A,678,7.3,5.8,5.7,5.0,5.5,5.3,513,347,2976,V12,"Mid-Engined, Rear-Wheel Drive",4500000,rsu,auto,images/1995-ferrari-f50.png,https://forza.fandom.com/wiki/Ferrari_F50
1996-ferrari-f50-gt,1996 ferrari F50 GT,1996,ferrari,F50 GT,Italy,X,948,8.1,9.3,8.1,8.9,10.0,4.2,750,383,2002,V12,"Mid-Engined, Rear-Wheel Drive",5500000,ett,cm,images/1996-ferrari-f50-gt.png,https://forza.fandom.com/wiki/Ferrari_F50_GT
2002-ferrari-enzo-ferrari,2002 ferrari Enzo Ferrari,2002,ferrari,Enzo Ferrari,ita,S1,755,8.1,6.6,6.4,6.9,7.9,5.2,650,484,3263,V12,"Mid-Engined, Rear-Wheel Drive",3500000,rsu,auto,images/2002-ferrari-enzo-ferrari.png,https://forza.fandom.com/wiki/Ferrari_Enzo_Ferrari
2007-ferrari-430-scuderia,2007 ferrari 430 Scuderia,2007,ferrari,430 Scuderia,ita,S1,702,7.6,6.0,6.2,6.4,6.8,4.9,503,346,3150,V8,"Mid-Engined, Rear-Wheel Drive",355000,msu,auto,images/2007-ferrari-430-scuderia.png,https://forza.fandom.com/wiki/Ferrari_430_Scuderia
2009-ferrari-458-italia,2009 ferrari 458 Italia,2009,ferrari,458 Italia,ita,S1,721,7.9,6.5,6.3,6.8,6.8,4.6,562,398,3274,V8,"Mid-Engined, Rear-Wheel Drive",210000,msu,auto,images/2009-ferrari-458-italia.png,https://forza.fandom.com/wiki/Ferrari_458_Italia
2010-ferrari-599xx,2010 ferrari 599XX,2010,ferrari,599XX,Italy,S2,840,8.1,7.8,7.2,7.9,9.1,4.1,691,479,3115,V12,"Front-Engined, Rear-Wheel Drive",2000000,ett,auto,images/2010-ferrari-599xx.png,https://forza.fandom.com/wiki/Ferrari_599XX
2013-ferrari-458-speciale,2013 ferrari 458 Speciale,2013,ferrari,458 Speciale,Italy,S1,768,7.7,7.0,6.9,7.5,7.6,4.4,597,398,3075,V8,"Mid-Engined, Rear-Wheel Drive",500000,tt,auto,images/2013-ferrari-458-speciale.png,https://forza.fandom.com/wiki/Ferrari_458_Speciale
2013-ferrari-laferrari,2013 ferrari LaFerrari,2013,ferrari,LaFerrari,ita,S2,857,9.4,8.0,7.2,7.9,9.1,4.8,963,663,3263,V12,"Mid-Engined, Rear-Wheel Drive",3000000,h,auto,images/2013-ferrari-laferrari.png,https://forza.fandom.com/wiki/Ferrari_LaFerrari
2014-ferrari-fxx-k,2014 ferrari FXX K,2014,ferrari,FXX K,Italy,X,936,8.4,9.3,8.1,9.0,10.0,4.3,1036,664,2831,V12,"Mid-Engined, Rear-Wheel Drive",4300000,ett,auto,images/2014-ferrari-fxx-k.png,https://forza.fandom.com/wiki/Ferrari_FXX_K
2015-ferrari-488-gtb,2015 ferrari 488 GTB,2015,ferrari,488 GTB,ita,S1,770,8.2,7.0,6.8,6.5,7.5,4.9,660,560,3252,V8,"Mid-Engined, Rear-Wheel Drive",250000,msu,auto,images/2015-ferrari-488-gtb.png,https://forza.fandom.com/wiki/Ferrari_488_GTB
2017-ferrari-812-superfast,2017 ferrari 812 Superfast,2017,ferrari,812 Superfast,Italy,S1,780,7.9,6.6,6.2,6.6,7.4,4.5,788,529,3594,V12,"Front-Engined, Rear-Wheel Drive",395000,sgt,auto,images/2017-ferrari-812-superfast.png,https://forza.fandom.com/wiki/Ferrari_812_Superfast
2017-ferrari-j50,2017 ferrari J50,2017,ferrari,J50,Italy,S1,772,8.5,6.7,6.7,7.4,7.2,4.7,681,560,3362,V8,"Rear-Engined, Rear-Wheel Drive",2500000,msu,auto,images/2017-ferrari-j50.png,https://forza.fandom.com/wiki/Ferrari_J50
2018-ferrari-portofino,2018 ferrari Portofino,2018,ferrari,Portofino,Italy,S1,714,7.8,6.0,6.3,6.8,6.7,5.1,591,560,3669,V8,"Front-Engined, Rear-Wheel Drive",200000,sgt,auto,images/2018-ferrari-portofino.png,https://forza.fandom.com/wiki/Ferrari_Portofino
2019-ferrari-488-pista,2019 ferrari 488 Pista,2019,ferrari,488 Pista,Italy,S2,803,7.6,7.3,7.0,7.6,8.0,4.6,711,567,3053,V8,"Mid-Engined, Rear-Wheel Drive",716000,tt,auto,images/2019-ferrari-488-pista.png,https://forza.fandom.com/wiki/Ferrari_488_Pista
2019-ferrari-f8-tributo,2019 ferrari F8 Tributo,2019,ferrari,F8 Tributo,ita,S2,802,8.4,7.3,7.2,7.9,7.8,4.9,711,567,3232,V8,"Mid-Engined, Rear-Wheel Drive",333000,msu,,images/2019-ferrari-f8-tributo.png,https://forza.fandom.com/wiki/Ferrari_F8_Tributo
2020-ferrari-roma,2020 ferrari Roma,2020,ferrari,Roma,ita,S1,735,7.4,5.8,5.9,6.3,6.9,4.9,611,560,3627,V8,"Front-Engined, Rear-Wheel Drive",250000,sgt,Hard-to-Find,images/2020-ferrari-roma.png,https://forza.fandom.com/wiki/Ferrari_Roma
2020-ferrari-sf90-stradale,2020 ferrari SF90 Stradale,2020,ferrari,SF90 Stradale,ita,S2,851,8.8,7.3,9.8,10.0,7.7,5.0,986,912,3684,V8,"Mid-Engined, All-Wheel Drive",575000,h,auto,images/2020-ferrari-sf90-stradale.png,https://forza.fandom.com/wiki/Ferrari_SF90_Stradale
2022-ferrari-296-gtb,2022 ferrari 296 GTB,2022,ferrari,296 GTB,ita,S2,811,8.1,6.9,7.0,7.7,7.7,4.7,818,663,3472,V6,"Mid-Engined, Rear-Wheel Drive",380000,msu,Hard-to-Find,images/2022-ferrari-296-gtb.png,https://forza.fandom.com/wiki/Ferrari_296_GTB
1932-ford-de-luxe-five-window-coupe,1932 ford De Luxe Five-Window Coupe,1932,ford,De Luxe Five-Window Coupe,United States,,100,3.2,3.5,1.9,2.8,1.8,5.2,65,130,2398,V8,"Front-Engined, Rear-Wheel Drive",36000,rac,auto,images/1932-ford-de-luxe-five-window-coupe.png,https://forza.fandom.com/wiki/Ford_De_Luxe_Five-Window_Coupe
1966-ford-2-gt40-mk-ii,1966 ford #2 GT40 Mk II,1966,ford,#2 GT40 Mk II,United States,A,666,7.5,4.5,4.3,3.5,3.8,5.1,485,475,2682,V8,"Mid-Engined, Rear-Wheel Drive",13200000,crc,auto,images/1966-ford-2-gt40-mk-ii.png,https://forza.fandom.com/wiki/Ford_2_GT40_Mk_II
1968-ford-mustang-gt-2-2-fastback,1968 ford Mustang GT 2+2 Fastback,1968,ford,Mustang GT 2+2 Fastback,United States,D,394,5.7,3.7,3.4,3.3,2.3,5.7,325,427,3548,V8,"Front-Engined, Rear-Wheel Drive",119000,Classic Muscle,auto,images/1968-ford-mustang-gt-2-2-fastback.png,https://forza.fandom.com/wiki/Ford_Mustang_GT_2%2B2_Fastback
1973-ford-capri-rs3100,1973 ford Capri RS3100,1973,ford,Capri RS3100,United States,D,394,4.8,3.9,3.8,3.3,2.5,5.4,148,187,2315,V6,"Front-Engined, Rear-Wheel Drive",69000,csc,auto,images/1973-ford-capri-rs3100.png,https://forza.fandom.com/wiki/Ford_Capri_RS3100
1973-ford-xb-falcon-gt,1973 ford XB Falcon GT,1973,ford,XB Falcon GT,United States,C,422,5.2,3.6,3.3,3.2,2.7,5.2,300,380,3047,V8,"Front-Engined, Rear-Wheel Drive",218000,Classic Muscle,auto,images/1973-ford-xb-falcon-gt.png,https://forza.fandom.com/wiki/Ford_XB_Falcon_GT
1977-ford-5-escort-rs1800-mkii,1977 ford #5 Escort RS1800 MkII,1977,ford,#5 Escort RS1800 MkII,United States,B,544,4.4,4.3,5.0,5.3,3.8,7.2,255,175,2161,I4,"Front-Engined, Rear-Wheel Drive",185000,crl,auto,images/1977-ford-5-escort-rs1800-mkii.png,https://forza.fandom.com/wiki/Ford_5_Escort_RS1800_MkII
1985-ford-rs200-evolution,1985 ford RS200 Evolution,1985,ford,RS200 Evolution,United States,S1,710,5.4,5.4,6.9,2.3,5.0,8.0,506,401,2464,I4,"Mid-Engined, All-Wheel Drive",420000,ram,,images/1985-ford-rs200-evolution.png,https://forza.fandom.com/wiki/Ford_RS200_Evolution
1987-ford-sierra-cosworth-rs500,1987 ford Sierra Cosworth RS500,1987,ford,Sierra Cosworth RS500,United States,C,484,5.6,4.4,4.3,2.4,3.4,5.3,224,206,2734,I4,"Front-Engined, Rear-Wheel Drive",79000,rss,barn,images/1987-ford-sierra-cosworth-rs500.png,https://forza.fandom.com/wiki/Ford_Sierra_Cosworth_RS500
1992-ford-escort-rs-cosworth,1992 ford Escort RS Cosworth,1992,ford,Escort RS Cosworth,United States,C,456,5.2,4.3,4.3,2.8,3.1,5.6,224,224,2811,I4,"Front-Engined, All-Wheel Drive",60000,rra,auto,images/1992-ford-escort-rs-cosworth.png,https://forza.fandom.com/wiki/Ford_Escort_RS_Cosworth
1993-ford-mustang-svt-cobra-r-1993,1993 ford Mustang SVT Cobra R,1993,ford,Mustang SVT Cobra R,United States,C,432,5.3,4.0,3.7,2.9,2.9,5.0,235,280,3125,V8,"Front-Engined, Rear-Wheel Drive",84000,rem,auto,images/1993-ford-mustang-svt-cobra-r-1993.png,https://forza.fandom.com/wiki/Ford_Mustang_SVT_Cobra_R_%281993%29
1994-ford-supervan-3,1994 ford Supervan 3,1994,ford,Supervan 3,United States,S1,740,5.1,7.6,7.6,4.8,8.6,4.9,253,253,1962,V6,"Mid-Engined, Rear-Wheel Drive",250000,tt,auto,images/1994-ford-supervan-3.png,https://forza.fandom.com/wiki/Ford_Supervan_3
1999-ford-racing-puma,1999 ford Racing Puma,1999,ford,Racing Puma,United States,C,401,4.9,4.2,3.5,2.7,3.3,5.3,153,119,2588,I4,"Front-Engined, Front-Wheel Drive",30000,Retro Rally,auto,images/1999-ford-racing-puma.png,https://forza.fandom.com/wiki/Ford_Racing_Puma
2000-ford-mustang-svt-cobra-r-2000,2000 ford Mustang SVT Cobra R,2000,ford,Mustang SVT Cobra R,United States,B,528,6.7,4.5,4.0,4.0,3.4,4.9,385,385,3589,V8,"Front-Engined, Rear-Wheel Drive",153000,rem,auto,images/2000-ford-mustang-svt-cobra-r-2000.png,https://forza.fandom.com/wiki/Ford_Mustang_SVT_Cobra_R_%282000%29
2001-ford-4-ford-focus-rs,2001 ford #4 Ford Focus RS,2001,ford,#4 Ford Focus RS,United States,A,639,4.9,5.0,7.1,9.6,4.0,8.3,300,332,2802,I4,"Front-Engined, All-Wheel Drive",415000,ram,auto,images/2001-ford-4-ford-focus-rs.png,https://forza.fandom.com/wiki/Ford_4_Ford_Focus_RS
2003-ford-f-150-svt-lightning,2003 ford F-150 SVT Lightning,2003,ford,F-150 SVT Lightning,United States,C,474,5.3,4.1,4.2,3.0,3.4,6.4,380,450,4670,V8,"Front-Engined, Rear-Wheel Drive",250000,p4,Hard-to-Find,images/2003-ford-f-150-svt-lightning.png,https://forza.fandom.com/wiki/Ford_F-150_SVT_Lightning
2005-ford-gt-2005,2005 ford GT,2005,ford,GT,United States,A,676,7.7,6.1,4.7,3.3,5.2,5.6,550,500,3390,V8,"Mid-Engined, Rear-Wheel Drive",585000,rsu,treasure,images/2005-ford-gt-2005.png,https://forza.fandom.com/wiki/Ford_GT_%282005%29
2009-ford-focus-rs-2009,2009 ford Focus RS,2009,ford,Focus RS,United States,B,551,5.6,5.1,4.4,4.4,3.9,5.1,300,319,3236,I5,"Front-Engined, Front-Wheel Drive",52000,shh,auto,images/2009-ford-focus-rs-2009.png,https://forza.fandom.com/wiki/Ford_Focus_RS_%282009%29
2010-ford-crown-victoria-police-interceptor,2010 ford Crown Victoria Police Interceptor,2010,ford,Crown Victoria Police Interceptor,United States,D,354,5.2,3.8,3.1,1.9,2.5,5.9,250,297,4057,V8,"Front-Engined, Rear-Wheel Drive",15000,rem,auto,images/2010-ford-crown-victoria-police-interceptor.png,https://forza.fandom.com/wiki/Ford_Crown_Victoria_Police_Interceptor
2011-ford-transit-supersportvan,2011 ford Transit SuperSportVan,2011,ford,Transit SuperSportVan,United States,,235,4.5,3.7,2.7,3.1,2.3,5.7,198,346,4493,I5,"Front-Engined, Rear-Wheel Drive",42000,uh,auto,images/2011-ford-transit-supersportvan.png,https://forza.fandom.com/wiki/Ford_Transit_SuperSportVan
2013-ford-mustang-shelby-gt500-2013,2013 ford Mustang Shelby GT500,2013,ford,Mustang Shelby GT500,United States,A,647,7.4,4.7,4.7,4.6,4.3,5.3,662,631,3898,V8,"Front-Engined, Rear-Wheel Drive",60000,mm,auto,images/2013-ford-mustang-shelby-gt500-2013.png,https://forza.fandom.com/wiki/Ford_Mustang_Shelby_GT500_%282013%29
2014-ford-11-rockstar-f-150-trophy-truck,2014 ford F-150 Trophy Truck,2014,ford,F-150 Trophy Truck,United States,A,613,5.5,3.3,4.6,4.5,4.8,9.1,850,690,6250,V8,"Front-Engined, Rear-Wheel Drive",450000,uo,auto,images/2014-ford-11-rockstar-f-150-trophy-truck.png,https://forza.fandom.com/wiki/Ford_11_Rockstar_F-150_Trophy_Truck
2014-ford-fpv-limited-edition-pursuit-ute,2014 ford FPV Limited Edition Pursuit Ute,2014,ford,FPV Limited Edition Pursuit Ute,United States,B,563,6.3,4.6,4.7,4.9,3.7,5.4,422,402,3946,V8,"Front-Engined, Rear-Wheel Drive",40000,uh,auto,images/2014-ford-fpv-limited-edition-pursuit-ute.png,https://forza.fandom.com/wiki/Ford_FPV_Limited_Edition_Pursuit_Ute
2014-ford-ranger-t6-rally-raid,2014 ford Ranger T6 Rally Raid,2014,ford,Ranger T6 Rally Raid,United States,B,530,4.8,4.6,5.4,7.8,4.0,8.6,349,413,4354,V8,"Front-Engined, All-Wheel Drive",350000,o,Wheelspin,images/2014-ford-ranger-t6-rally-raid.png,https://forza.fandom.com/wiki/Ford_Ranger_T6_Rally_Raid
2016-ford-mustang-shelby-gt350r,2016 ford Mustang Shelby GT350R,2016,ford,Mustang Shelby GT350R,United States,S1,721,7.2,6.2,6.1,6.2,6.0,5.7,526,429,3660,V8,"Front-Engined, Rear-Wheel Drive",88000,tt,auto,images/2016-ford-mustang-shelby-gt350r.png,https://forza.fandom.com/wiki/Ford_Mustang_Shelby_GT350R
2017-ford-25-brocky-ultra4-bronco-rtr,2017 ford #25 'Brocky' Ultra4 Bronco RTR,2017,ford,#25 'Brocky' Ultra4 Bronco RTR,United States,A,644,4.7,4.1,6.1,5.2,5.2,10.0,600,558,4500,V8,"Front-Engined, All-Wheel Drive",75000,uo,auto,images/2017-ford-25-brocky-ultra4-bronco-rtr.png,https://forza.fandom.com/wiki/Ford_25_%27Brocky%27_Ultra4_Bronco_RTR
2017-ford-focus-rs-2017,2017 ford Focus RS,2017,ford,Focus RS,United States,B,588,6.2,5.6,5.8,3.7,4.2,5.9,350,350,3446,I4,"Front-Engined, All-Wheel Drive",37000,shh,auto,images/2017-ford-focus-rs-2017.png,https://forza.fandom.com/wiki/Ford_Focus_RS_%282017%29
2017-ford-gt-2017,2017 ford GT,2017,ford,GT,United States,S1,757,8.3,6.3,6.6,3.6,8.3,4.9,630,539,3353,V6,"Mid-Engined, Rear-Wheel Drive",500000,msu,auto,images/2017-ford-gt-2017.png,https://forza.fandom.com/wiki/Ford_GT_%282017%29
2018-ford-mustang-rtr-spec-5,2018 ford Mustang RTR Spec 5,2018,ford,Mustang RTR Spec 5,United States,A,648,6.5,5.6,5.1,5.4,4.8,5.1,460,420,3827,V8,"Front-Engined, Rear-Wheel Drive",35000,mm,auto,images/2018-ford-mustang-rtr-spec-5.png,https://forza.fandom.com/wiki/Ford_Mustang_RTR_Spec_5
2020-ford-mustang-shelby-gt500-2020,2020 ford Mustang Shelby GT500,2020,ford,Mustang Shelby GT500,United States,S1,734,7.7,6.0,5.8,6.1,5.5,5.2,760,625,4171,V8,"Front-Engined, Rear-Wheel Drive",125000,mm,auto,images/2020-ford-mustang-shelby-gt500-2020.png,https://forza.fandom.com/wiki/Ford_Mustang_Shelby_GT500_%282020%29
2022-ford-bronco-raptor,2022 ford Bronco Raptor,2022,ford,Bronco Raptor,United States,C,473,5.1,3.4,4.8,5.3,3.3,9.4,418,440,5733,V6,"Front-Engined, All-Wheel Drive",50000,p4,auto,images/2022-ford-bronco-raptor.png,https://forza.fandom.com/wiki/Ford_Bronco_Raptor
2022-ford-f-150-lightning,2022 ford F-150 Lightning,2022,ford,F-150 Lightning,United States,C,500,6.2,2.6,5.1,5.4,2.9,8.3,563,775,7070,,"Mid-Engined, All-Wheel Drive",250000,p4,wheel,images/2022-ford-f-150-lightning.png,https://forza.fandom.com/wiki/Ford_F-150_Lightning
2022-ford-focus-st-2022,2022 ford Focus ST,2022,ford,Focus ST,United States,B,594,6.0,5.2,4.5,4.7,4.2,5.3,276,310,3168,I4,"Front-Engined, Front-Wheel Drive",34000,Hot Hatch,auto,images/2022-ford-focus-st-2022.png,https://forza.fandom.com/wiki/Ford_Focus_ST_%282022%29
2022-ford-supervan-4,2022 ford Supervan 4,2022,ford,Supervan 4,United States,X,919,7.9,7.5,10.0,10.0,8.6,4.3,1878,1179,4385,,"Mid-Engined, All-Wheel Drive",2000000,ett,cm,images/2022-ford-supervan-4.png,https://forza.fandom.com/wiki/Ford_Supervan_4
2023-ford-f-150-raptor-r,2023 ford F-150 Raptor R,2023,ford,F-150 Raptor R,United States,B,536,6.2,2.8,6.8,5.8,3.2,8.7,700,640,6077,V8,"Front-Engined, All-Wheel Drive",110000,p4,auto,images/2023-ford-f-150-raptor-r.png,https://forza.fandom.com/wiki/Ford_F-150_Raptor_R
2023-ford-fiesta-st-2023,2023 ford Fiesta ST,2023,ford,Fiesta ST,United States,C,500,5.2,4.9,4.2,4.3,3.7,5.2,197,236,2657,I3,"Front-Engined, Front-Wheel Drive",26000,Hot Hatch,auto,images/2023-ford-fiesta-st-2023.png,https://forza.fandom.com/wiki/Ford_Fiesta_ST_%282023%29
2024-ford-mustang-dark-horse,2024 ford Mustang Dark Horse,2024,ford,Mustang Dark Horse,United States,A,669,7.0,5.8,5.6,4.9,5.0,5.3,500,418,3949,V8,"Front-Engined, Rear-Wheel Drive",59000,mm,auto,images/2024-ford-mustang-dark-horse.png,https://forza.fandom.com/wiki/Ford_Mustang_Dark_Horse
2024-ford-mustang-gt-2024,2024 ford Mustang GT,2024,ford,Mustang GT,United States,A,628,6.7,5.1,5.2,5.2,4.4,5.4,486,418,3827,V8,"Front-Engined, Rear-Wheel Drive",45000,mm,auto,images/2024-ford-mustang-gt-2024.png,https://forza.fandom.com/wiki/Ford_Mustang_GT_%282024%29
